"","lhs","op","rhs","est","se","z","pvalue","ci.lower","ci.upper","std.lv","std.all","std.nox"
"35","Ptot_mg","~~","Ctot_mg",0.138728656161015,0,NA,NA,0.138728656161015,0.138728656161015,0.138728656161015,0.13962367974915,0.138728656161015
"36","Ptot_mg","~~","Ntot_mg",0.671036424602078,0,NA,NA,0.671036424602078,0.671036424602078,0.671036424602078,0.675365691857575,0.671036424602078
"37","pH","~~","pH",0.993589743589744,0,NA,NA,0.993589743589744,0.993589743589744,0.993589743589744,1,0.993589743589744
"38","pH","~~","Ctot_mg",0.385411294056741,0,NA,NA,0.385411294056741,0.385411294056741,0.385411294056741,0.387897818534526,0.385411294056741
"39","pH","~~","Ntot_mg",-0.0227244554307647,0,NA,NA,-0.0227244554307647,-0.0227244554307647,-0.0227244554307647,-0.0228710648206406,-0.0227244554307647
"40","Ctot_mg","~~","Ctot_mg",0.993589743589744,0,NA,NA,0.993589743589744,0.993589743589744,0.993589743589744,1,0.993589743589744
"41","Ctot_mg","~~","Ntot_mg",0.500113497813783,0,NA,NA,0.500113497813783,0.500113497813783,0.500113497813783,0.503340036509356,0.500113497813783
"42","Ntot_mg","~~","Ntot_mg",0.993589743589744,0,NA,NA,0.993589743589744,0.993589743589744,0.993589743589744,1,0.993589743589744
"43","pco1_c","r2","pco1_c",0.936229553899467,NA,NA,NA,NA,NA,NA,NA,NA
"44","pco1_f","r2","pco1_f",0.898266829276791,NA,NA,NA,NA,NA,NA,NA,NA
