"","R2-fitting","R2-validation","SM","Clay","Ctot_mg","Ntot_mg","Ptot_mg","pH","Lat","Long","MAT","MAP","pco1_b","pco1_f"
"1",0.93055,0.90097,0,0.04805,0.01201,0.40841,0.13213,0,0,0,0,0,0,0
