;R2-fitting;R2-validation;SM;Clay;Ctot_mg;Ntot_mg;Ptot_mg;pH;Lat;Long;MAT;MAP;pco1_b;pco1_f
1;0.931;0.901;0.002;0.001;0.002;0;0;0.059;0.03;0.077;0.202;0.001;0.179;0.379
