;R2-fitting;R2-validation;SM;Clay;Ctot_mg;Ntot_mg;Ptot_mg;pH;Lat;Long;MAT;MAP;pco1_b;pco1_f
1;0.938;0.906;0.036;0.021;0.002;0.019;0.007;0.013;0.048;0.067;0.102;0.215;0.011;0.396
