"","R2-fitting","R2-validation","SM","Clay","Ctot_mg","Ntot_mg","Ptot_mg","pH","Lat","Long","MAT","MAP","pco1_b","pco2_b","pco1_f","pco2_f"
"1",0.948,0.922,0.028,0.01,0.001,0.015,0.008,0.008,0.03,0.046,0.085,0.116,0.01,0.304,0.242,0.043
