;R2-fitting;R2-validation;SM;Clay;Ctot_mg;Ntot_mg;Ptot_mg;pH;Lat;Long;MAT;MAP;pco1_b;pco1_f
1;0.896;0.834;0.045;0.023;0;0.024;0.011;0.015;0.046;0.065;0.051;0.33;0.006;0.281
