OTU;kingdom;phylum;class;order;family;genus;species
OTU_1;Bacteria;Proteobacteria;Alphaproteobacteria;Rhizobiales;Bradyrhizobiaceae;unclassified;unclassified
OTU_10;Bacteria;Actinobacteria;Thermoleophilia;Solirubrobacterales;unclassified;unclassified;unclassified
OTU_1000;Bacteria;Proteobacteria;Deltaproteobacteria;unclassified;unclassified;unclassified;unclassified
OTU_100014;Bacteria;TM7;TM7-3;unclassified;unclassified;unclassified;unclassified
OTU_10002;Bacteria;Planctomycetes;Planctomycetia;Gemmatales;Gemmataceae;unclassified;unclassified
OTU_100068;Bacteria;Firmicutes;Clostridia;Clostridiales;[Tissierellaceae];unclassified;unclassified
OTU_100075;Bacteria;Planctomycetes;Phycisphaerae;Phycisphaerales;unclassified;unclassified;unclassified
OTU_100078;Bacteria;Gemmatimonadetes;Gemmatimonadetes;unclassified;unclassified;unclassified;unclassified
OTU_100080;Bacteria;Proteobacteria;Betaproteobacteria;Burkholderiales;Oxalobacteraceae;unclassified;unclassified
OTU_100083;Bacteria;Planctomycetes;Phycisphaerae;Phycisphaerales;unclassified;unclassified;unclassified
OTU_1001;Bacteria;Proteobacteria;Deltaproteobacteria;Syntrophobacterales;Syntrophobacteraceae;unclassified;unclassified
OTU_100121;Bacteria;Proteobacteria;Alphaproteobacteria;Rhodospirillales;Rhodospirillaceae;unclassified;unclassified
OTU_10014;Bacteria;Proteobacteria;Betaproteobacteria;A21b;UD5;unclassified;unclassified
OTU_100167;Bacteria;Actinobacteria;Thermoleophilia;Gaiellales;Gaiellaceae;unclassified;unclassified
OTU_100169;Bacteria;TM7;TM7-1;unclassified;unclassified;unclassified;unclassified
OTU_10023;unclassified;unclassified;unclassified;unclassified;unclassified;unclassified;unclassified
OTU_10026;Bacteria;Chloroflexi;C0119;unclassified;unclassified;unclassified;unclassified
OTU_10029;Bacteria;Planctomycetes;Phycisphaerae;WD2101;unclassified;unclassified;unclassified
OTU_100338;Bacteria;Planctomycetes;Planctomycetia;Gemmatales;Isosphaeraceae;unclassified;unclassified
OTU_100343;unclassified;unclassified;unclassified;unclassified;unclassified;unclassified;unclassified
OTU_10037;Bacteria;OD1;SM2F11;unclassified;unclassified;unclassified;unclassified
OTU_10039;Bacteria;Proteobacteria;Gammaproteobacteria;Xanthomonadales;Xanthomonadaceae;unclassified;unclassified
OTU_100399;Bacteria;TM7;SC3;unclassified;unclassified;unclassified;unclassified
OTU_1004;Bacteria;Proteobacteria;Gammaproteobacteria;Xanthomonadales;Sinobacteraceae;unclassified;unclassified
OTU_100403;Bacteria;BRC1;PRR-11;unclassified;unclassified;unclassified;unclassified
OTU_10041;Bacteria;Proteobacteria;Deltaproteobacteria;Myxococcales;Haliangiaceae;unclassified;unclassified
OTU_100414;Bacteria;Actinobacteria;Thermoleophilia;Solirubrobacterales;Solirubrobacteraceae;unclassified;unclassified
OTU_100422;Bacteria;Acidobacteria;Acidobacteria-6;iii1-15;unclassified;unclassified;unclassified
OTU_10043;Bacteria;Proteobacteria;Deltaproteobacteria;Myxococcales;OM27;unclassified;unclassified
OTU_100432;Bacteria;Proteobacteria;Betaproteobacteria;Ellin6067;unclassified;unclassified;unclassified
OTU_100433;Bacteria;Proteobacteria;Gammaproteobacteria;Xanthomonadales;Xanthomonadaceae;Lysobacter;unclassified
OTU_10045;Bacteria;Verrucomicrobia;[Pedosphaerae];[Pedosphaerales];Ellin515;unclassified;unclassified
OTU_10046;Bacteria;Proteobacteria;Deltaproteobacteria;Myxococcales;unclassified;unclassified;unclassified
OTU_100492;Bacteria;Acidobacteria;Acidobacteria-6;iii1-15;mb2424;unclassified;unclassified
OTU_1005;Bacteria;TM7;TM7-1;unclassified;unclassified;unclassified;unclassified
OTU_100500;Bacteria;Proteobacteria;Deltaproteobacteria;Myxococcales;Polyangiaceae;unclassified;unclassified
OTU_100521;Bacteria;Cyanobacteria;Chloroplast;Chlorophyta;unclassified;unclassified;unclassified
OTU_10056;Bacteria;Verrucomicrobia;[Pedosphaerae];[Pedosphaerales];auto67_4W;unclassified;unclassified
OTU_100566;Bacteria;Acidobacteria;Acidobacteria-6;CCU21;unclassified;unclassified;unclassified
OTU_100580;Bacteria;Acidobacteria;Acidobacteria-6;iii1-15;unclassified;unclassified;unclassified
OTU_100582;Bacteria;Planctomycetes;OM190;agg27;unclassified;unclassified;unclassified
OTU_100596;Bacteria;Actinobacteria;Acidimicrobiia;Acidimicrobiales;Microthrixaceae;unclassified;unclassified
OTU_100598;Bacteria;Proteobacteria;Alphaproteobacteria;unclassified;unclassified;unclassified;unclassified
OTU_10060;Bacteria;Proteobacteria;Alphaproteobacteria;Rhodospirillales;Acetobacteraceae;unclassified;unclassified
OTU_10062;Bacteria;Actinobacteria;Thermoleophilia;Gaiellales;Gaiellaceae;unclassified;unclassified
OTU_100622;Bacteria;Actinobacteria;Thermoleophilia;Solirubrobacterales;unclassified;unclassified;unclassified
OTU_100631;Bacteria;Proteobacteria;Deltaproteobacteria;Myxococcales;unclassified;unclassified;unclassified
OTU_100657;Bacteria;Proteobacteria;Gammaproteobacteria;Legionellales;Coxiellaceae;Aquicella;unclassified
OTU_100666;Bacteria;Proteobacteria;Deltaproteobacteria;unclassified;unclassified;unclassified;unclassified
OTU_100673;Bacteria;Cyanobacteria;Nostocophycideae;Nostocales;Nostocaceae;unclassified;unclassified
OTU_10072;Bacteria;Acidobacteria;DA052;Ellin6513;unclassified;unclassified;unclassified
OTU_100742;Bacteria;Actinobacteria;Thermoleophilia;Solirubrobacterales;unclassified;unclassified;unclassified
OTU_100756;Bacteria;Proteobacteria;Deltaproteobacteria;Myxococcales;unclassified;unclassified;unclassified
OTU_100760;Bacteria;Proteobacteria;Gammaproteobacteria;Xanthomonadales;Sinobacteraceae;unclassified;unclassified
OTU_10080;Bacteria;Firmicutes;Clostridia;Clostridiales;Ruminococcaceae;unclassified;unclassified
OTU_10085;Bacteria;Gemmatimonadetes;Gemmatimonadetes;unclassified;unclassified;unclassified;unclassified
OTU_100862;Bacteria;Gemmatimonadetes;Gemm-3;unclassified;unclassified;unclassified;unclassified
OTU_10087;Bacteria;Proteobacteria;Deltaproteobacteria;unclassified;unclassified;unclassified;unclassified
OTU_10089;Bacteria;Proteobacteria;Alphaproteobacteria;Rhodospirillales;Rhodospirillaceae;unclassified;unclassified
OTU_100936;Bacteria;Bacteroidetes;Cytophagia;Cytophagales;Cytophagaceae;Hymenobacter;unclassified
OTU_10095;Bacteria;Chloroflexi;Chloroflexi;[Roseiflexales];unclassified;unclassified;unclassified
OTU_100981;unclassified;unclassified;unclassified;unclassified;unclassified;unclassified;unclassified
OTU_10099;Bacteria;Bacteroidetes;Sphingobacteriia;Sphingobacteriales;Sphingobacteriaceae;unclassified;unclassified
OTU_100991;Bacteria;Proteobacteria;Gammaproteobacteria;Xanthomonadales;Xanthomonadaceae;unclassified;unclassified
OTU_101;Bacteria;Proteobacteria;Deltaproteobacteria;Bdellovibrionales;Bdellovibrionaceae;Bdellovibrio;unclassified
OTU_1010;Bacteria;Acidobacteria;Acidobacteria-6;iii1-15;unclassified;unclassified;unclassified
OTU_10102;Bacteria;Proteobacteria;Deltaproteobacteria;Myxococcales;unclassified;unclassified;unclassified
OTU_101040;Bacteria;Proteobacteria;Gammaproteobacteria;Legionellales;Coxiellaceae;unclassified;unclassified
OTU_101049;Bacteria;Firmicutes;Clostridia;Clostridiales;Clostridiaceae;Oxobacter;unclassified
OTU_10106;Bacteria;Verrucomicrobia;[Pedosphaerae];[Pedosphaerales];unclassified;unclassified;unclassified
OTU_101121;Bacteria;Actinobacteria;Actinobacteria;Actinomycetales;Micromonosporaceae;unclassified;unclassified
OTU_10114;Bacteria;Actinobacteria;Thermoleophilia;Gaiellales;Gaiellaceae;unclassified;unclassified
OTU_101168;Bacteria;Gemmatimonadetes;Gemm-5;unclassified;unclassified;unclassified;unclassified
OTU_10119;Bacteria;Gemmatimonadetes;Gemmatimonadetes;Ellin5290;unclassified;unclassified;unclassified
OTU_10120;Bacteria;Proteobacteria;Betaproteobacteria;unclassified;unclassified;unclassified;unclassified
OTU_10121;Bacteria;WS3;PRR-12;Sediment-1;unclassified;unclassified;unclassified
OTU_101228;Bacteria;Actinobacteria;Actinobacteria;Actinomycetales;Pseudonocardiaceae;Pseudonocardia;unclassified
OTU_101239;Bacteria;Proteobacteria;Alphaproteobacteria;Rhizobiales;Hyphomicrobiaceae;Devosia;unclassified
OTU_10124;Bacteria;Verrucomicrobia;[Pedosphaerae];[Pedosphaerales];unclassified;unclassified;unclassified
OTU_10126;Bacteria;Acidobacteria;S035;unclassified;unclassified;unclassified;unclassified
OTU_101261;Bacteria;Bacteroidetes;Sphingobacteriia;Sphingobacteriales;Sphingobacteriaceae;Pedobacter;unclassified
OTU_101262;unclassified;unclassified;unclassified;unclassified;unclassified;unclassified;unclassified
OTU_101308;Bacteria;TM7;TM7-1;unclassified;unclassified;unclassified;unclassified
OTU_101342;Bacteria;Chloroflexi;Anaerolineae;SBR1031;A4b;unclassified;unclassified
OTU_101377;Bacteria;Chloroflexi;TK17;unclassified;unclassified;unclassified;unclassified
OTU_101391;Bacteria;Proteobacteria;Betaproteobacteria;Burkholderiales;Oxalobacteraceae;unclassified;unclassified
OTU_101395;Bacteria;Proteobacteria;Deltaproteobacteria;Myxococcales;unclassified;unclassified;unclassified
OTU_1014;Bacteria;Proteobacteria;TA18;CV90;unclassified;unclassified;unclassified
OTU_10141;unclassified;unclassified;unclassified;unclassified;unclassified;unclassified;unclassified
OTU_10142;Bacteria;Acidobacteria;unclassified;unclassified;unclassified;unclassified;unclassified
OTU_101427;Bacteria;Chloroflexi;Ellin6529;unclassified;unclassified;unclassified;unclassified
OTU_10144;Bacteria;OD1;SM2F11;unclassified;unclassified;unclassified;unclassified
OTU_10145;Bacteria;Planctomycetes;unclassified;unclassified;unclassified;unclassified;unclassified
OTU_101451;Bacteria;Firmicutes;Clostridia;OPB54;unclassified;unclassified;unclassified
OTU_101461;Bacteria;Proteobacteria;Gammaproteobacteria;Xanthomonadales;Xanthomonadaceae;unclassified;unclassified
OTU_101472;Bacteria;Bacteroidetes;[Saprospirae];[Saprospirales];Chitinophagaceae;unclassified;unclassified
OTU_101475;Bacteria;Planctomycetes;C6;d113;unclassified;unclassified;unclassified
OTU_1015;Bacteria;Actinobacteria;Actinobacteria;Actinomycetales;Nocardioidaceae;Nocardioides;unclassified
OTU_10153;Bacteria;Proteobacteria;Deltaproteobacteria;Bdellovibrionales;Bdellovibrionaceae;Bdellovibrio;unclassified
OTU_101533;Bacteria;Proteobacteria;Deltaproteobacteria;Syntrophobacterales;Syntrophobacteraceae;Syntrophobacter;unclassified
OTU_101544;Bacteria;Firmicutes;Clostridia;MBA08;unclassified;unclassified;unclassified
OTU_10155;Bacteria;Proteobacteria;Betaproteobacteria;Burkholderiales;Burkholderiaceae;Burkholderia;unclassified
OTU_101558;Bacteria;Firmicutes;Clostridia;Clostridiales;Caldicoprobacteraceae;Caldicoprobacter;unclassified
OTU_101610;Bacteria;Cyanobacteria;Chloroplast;unclassified;unclassified;unclassified;unclassified
OTU_10164;Bacteria;WS3;PRR-12;Sediment-1;unclassified;unclassified;unclassified
OTU_101643;Bacteria;Firmicutes;Clostridia;unclassified;unclassified;unclassified;unclassified
OTU_1017;Bacteria;Actinobacteria;Actinobacteria;Actinomycetales;Micromonosporaceae;unclassified;unclassified
OTU_101711;Bacteria;Actinobacteria;Thermoleophilia;Solirubrobacterales;unclassified;unclassified;unclassified
OTU_10178;Bacteria;Chloroflexi;Chloroflexi;[Roseiflexales];unclassified;unclassified;unclassified
OTU_101794;Bacteria;Proteobacteria;Gammaproteobacteria;Legionellales;unclassified;unclassified;unclassified
OTU_10180;Bacteria;Actinobacteria;Thermoleophilia;Solirubrobacterales;unclassified;unclassified;unclassified
OTU_101821;Bacteria;Chloroflexi;Chloroflexi;[Roseiflexales];unclassified;unclassified;unclassified
OTU_10183;Bacteria;Elusimicrobia;Elusimicrobia;Elusimicrobiales;unclassified;unclassified;unclassified
OTU_101840;Bacteria;Firmicutes;Bacilli;Bacillales;Bacillaceae;Bacillus;unclassified
OTU_101841;Bacteria;Proteobacteria;Alphaproteobacteria;Rhizobiales;unclassified;unclassified;unclassified
OTU_10185;Bacteria;Planctomycetes;Planctomycetia;Gemmatales;Gemmataceae;unclassified;unclassified
OTU_101870;Bacteria;Acidobacteria;Acidobacteria-6;iii1-15;RB40;unclassified;unclassified
OTU_101887;Bacteria;Bacteroidetes;[Saprospirae];[Saprospirales];Chitinophagaceae;Chitinophaga;unclassified
OTU_101893;Bacteria;Gemmatimonadetes;Gemmatimonadetes;C114;unclassified;unclassified;unclassified
OTU_101924;Bacteria;Proteobacteria;Deltaproteobacteria;Myxococcales;unclassified;unclassified;unclassified
OTU_10193;Bacteria;Actinobacteria;Thermoleophilia;Solirubrobacterales;unclassified;unclassified;unclassified
OTU_101946;Bacteria;Proteobacteria;Alphaproteobacteria;Rhizobiales;Hyphomicrobiaceae;Rhodoplanes;unclassified
OTU_10199;Bacteria;Verrucomicrobia;[Pedosphaerae];[Pedosphaerales];unclassified;unclassified;unclassified
OTU_102;Bacteria;Proteobacteria;Deltaproteobacteria;Myxococcales;unclassified;unclassified;unclassified
OTU_10200;Bacteria;Proteobacteria;Alphaproteobacteria;Caulobacterales;Caulobacteraceae;Asticcacaulis;biprosthecium
OTU_102002;Bacteria;Gemmatimonadetes;Gemm-3;unclassified;unclassified;unclassified;unclassified
OTU_10201;Bacteria;TM7;TM7-1;unclassified;unclassified;unclassified;unclassified
OTU_102030;Bacteria;Chloroflexi;Thermomicrobia;JG30-KF-CM45;unclassified;unclassified;unclassified
OTU_102033;Bacteria;Actinobacteria;Thermoleophilia;Gaiellales;Gaiellaceae;unclassified;unclassified
OTU_10205;Bacteria;Bacteroidetes;Cytophagia;Cytophagales;Cytophagaceae;unclassified;unclassified
OTU_10209;Bacteria;WS3;PRR-12;wb1_H11;unclassified;unclassified;unclassified
OTU_102095;Bacteria;Firmicutes;Clostridia;Clostridiales;unclassified;unclassified;unclassified
OTU_102112;Bacteria;Firmicutes;Clostridia;unclassified;unclassified;unclassified;unclassified
OTU_10212;Bacteria;Chloroflexi;Anaerolineae;SBR1031;oc28;unclassified;unclassified
OTU_102124;Bacteria;Actinobacteria;MB-A2-108;0319-7L14;unclassified;unclassified;unclassified
OTU_102137;Bacteria;Chloroflexi;Anaerolineae;SBR1031;A4b;unclassified;unclassified
OTU_10214;Bacteria;Verrucomicrobia;[Pedosphaerae];[Pedosphaerales];Ellin515;unclassified;unclassified
OTU_10215;Bacteria;Proteobacteria;Betaproteobacteria;Rhodocyclales;Rhodocyclaceae;Dechloromonas;unclassified
OTU_102165;Bacteria;Proteobacteria;Betaproteobacteria;Burkholderiales;Comamonadaceae;unclassified;unclassified
OTU_102182;unclassified;unclassified;unclassified;unclassified;unclassified;unclassified;unclassified
OTU_102185;Bacteria;Chloroflexi;Ellin6529;unclassified;unclassified;unclassified;unclassified
OTU_10220;Bacteria;Actinobacteria;Thermoleophilia;Gaiellales;Gaiellaceae;unclassified;unclassified
OTU_10224;Bacteria;Firmicutes;Bacilli;Bacillales;Bacillaceae;Bacillus;selenatarsenatis
OTU_102243;Bacteria;Acidobacteria;Acidobacteria-6;iii1-15;unclassified;unclassified;unclassified
OTU_10226;Bacteria;Proteobacteria;Alphaproteobacteria;Rhodobacterales;Hyphomonadaceae;unclassified;unclassified
OTU_102261;Bacteria;Proteobacteria;Gammaproteobacteria;Xanthomonadales;Sinobacteraceae;unclassified;unclassified
OTU_102270;Bacteria;Acidobacteria;Acidobacteria-5;unclassified;unclassified;unclassified;unclassified
OTU_102283;Bacteria;Proteobacteria;Deltaproteobacteria;[Entotheonellales];[Entotheonellaceae];unclassified;unclassified
OTU_102288;Bacteria;Proteobacteria;Gammaproteobacteria;Xanthomonadales;Sinobacteraceae;unclassified;unclassified
OTU_10229;Bacteria;Acidobacteria;Acidobacteria-5;unclassified;unclassified;unclassified;unclassified
OTU_102310;Bacteria;Acidobacteria;Acidobacteria-6;iii1-15;unclassified;unclassified;unclassified
OTU_102367;Bacteria;Actinobacteria;Thermoleophilia;Solirubrobacterales;unclassified;unclassified;unclassified
OTU_102371;Bacteria;Proteobacteria;Betaproteobacteria;SC-I-84;unclassified;unclassified;unclassified
OTU_102402;Bacteria;Chloroflexi;Thermomicrobia;JG30-KF-CM45;unclassified;unclassified;unclassified
OTU_102417;Bacteria;Proteobacteria;Deltaproteobacteria;Myxococcales;unclassified;unclassified;unclassified
OTU_10243;Bacteria;Gemmatimonadetes;Gemmatimonadetes;Gemmatimonadales;Ellin5301;unclassified;unclassified
OTU_10248;Bacteria;Cyanobacteria;Chloroplast;Chlorophyta;unclassified;unclassified;unclassified
OTU_102494;Bacteria;Chloroflexi;Anaerolineae;SBR1031;oc28;unclassified;unclassified
OTU_102498;Bacteria;Actinobacteria;Thermoleophilia;Gaiellales;Gaiellaceae;unclassified;unclassified
OTU_1025;Bacteria;Acidobacteria;Acidobacteria-6;iii1-15;RB40;unclassified;unclassified
OTU_102556;Bacteria;Chloroflexi;C0119;unclassified;unclassified;unclassified;unclassified
OTU_10256;Bacteria;Actinobacteria;Acidimicrobiia;Acidimicrobiales;unclassified;unclassified;unclassified
OTU_102568;Bacteria;Proteobacteria;Deltaproteobacteria;[Entotheonellales];[Entotheonellaceae];unclassified;unclassified
OTU_10263;Bacteria;Proteobacteria;Alphaproteobacteria;Ellin329;unclassified;unclassified;unclassified
OTU_102638;Bacteria;Actinobacteria;Thermoleophilia;Gaiellales;Gaiellaceae;unclassified;unclassified
OTU_10265;Bacteria;Chloroflexi;TK17;unclassified;unclassified;unclassified;unclassified
OTU_10269;Bacteria;Nitrospirae;Nitrospira;Nitrospirales;0319-6A21;unclassified;unclassified
OTU_1027;Bacteria;Chloroflexi;Ellin6529;unclassified;unclassified;unclassified;unclassified
OTU_102796;Bacteria;Chloroflexi;Anaerolineae;Caldilineales;Caldilineaceae;unclassified;unclassified
OTU_1028;Bacteria;Verrucomicrobia;Verrucomicrobiae;Verrucomicrobiales;Verrucomicrobiaceae;unclassified;unclassified
OTU_102842;unclassified;unclassified;unclassified;unclassified;unclassified;unclassified;unclassified
OTU_10286;Bacteria;Planctomycetes;Planctomycetia;Gemmatales;Gemmataceae;unclassified;unclassified
OTU_102866;Bacteria;Proteobacteria;Gammaproteobacteria;Chromatiales;unclassified;unclassified;unclassified
OTU_10287;Bacteria;Proteobacteria;Deltaproteobacteria;MIZ46;unclassified;unclassified;unclassified
OTU_102870;Bacteria;Actinobacteria;Acidimicrobiia;Acidimicrobiales;Microthrixaceae;unclassified;unclassified
OTU_102873;unclassified;unclassified;unclassified;unclassified;unclassified;unclassified;unclassified
OTU_102879;unclassified;unclassified;unclassified;unclassified;unclassified;unclassified;unclassified
OTU_102880;Bacteria;Planctomycetes;Phycisphaerae;WD2101;unclassified;unclassified;unclassified
OTU_1029;Bacteria;Nitrospirae;Nitrospira;Nitrospirales;Nitrospiraceae;unclassified;unclassified
OTU_10292;Bacteria;Proteobacteria;Alphaproteobacteria;Ellin329;unclassified;unclassified;unclassified
OTU_102923;Bacteria;Firmicutes;Clostridia;Clostridiales;Peptococcaceae;Desulfotomaculum;unclassified
OTU_102927;Bacteria;Acidobacteria;BPC102;B110;unclassified;unclassified;unclassified
OTU_102938;Bacteria;Actinobacteria;Thermoleophilia;Solirubrobacterales;unclassified;unclassified;unclassified
OTU_10294;Bacteria;Verrucomicrobia;[Pedosphaerae];[Pedosphaerales];R4-41B;unclassified;unclassified
OTU_102955;Bacteria;Gemmatimonadetes;Gemm-1;unclassified;unclassified;unclassified;unclassified
OTU_102973;Bacteria;Proteobacteria;Deltaproteobacteria;MIZ46;unclassified;unclassified;unclassified
OTU_10300;Bacteria;Bacteroidetes;Sphingobacteriia;Sphingobacteriales;Sphingobacteriaceae;unclassified;unclassified
OTU_103010;Bacteria;TM7;TM7-1;unclassified;unclassified;unclassified;unclassified
OTU_103022;Bacteria;Proteobacteria;Gammaproteobacteria;Xanthomonadales;Sinobacteraceae;unclassified;unclassified
OTU_103028;Bacteria;Proteobacteria;Alphaproteobacteria;Rhodobacterales;Hyphomonadaceae;unclassified;unclassified
OTU_10306;Bacteria;Gemmatimonadetes;Gemmatimonadetes;Ellin5290;unclassified;unclassified;unclassified
OTU_10307;Bacteria;Verrucomicrobia;[Spartobacteria];[Chthoniobacterales];[Chthoniobacteraceae];DA101;unclassified
OTU_103094;Bacteria;Planctomycetes;Planctomycetia;Pirellulales;Pirellulaceae;Pirellula;unclassified
OTU_1031;Bacteria;Bacteroidetes;Sphingobacteriia;Sphingobacteriales;unclassified;unclassified;unclassified
OTU_10310;Bacteria;Proteobacteria;Deltaproteobacteria;unclassified;unclassified;unclassified;unclassified
OTU_10311;Bacteria;Proteobacteria;Deltaproteobacteria;FAC87;unclassified;unclassified;unclassified
OTU_103131;unclassified;unclassified;unclassified;unclassified;unclassified;unclassified;unclassified
OTU_10319;Bacteria;Chloroflexi;Ellin6529;unclassified;unclassified;unclassified;unclassified
OTU_10325;Bacteria;Chloroflexi;Thermomicrobia;JG30-KF-CM45;unclassified;unclassified;unclassified
OTU_103261;Bacteria;Chloroflexi;Gitt-GS-136;unclassified;unclassified;unclassified;unclassified
OTU_10328;Bacteria;Chloroflexi;Anaerolineae;unclassified;unclassified;unclassified;unclassified
OTU_10330;Bacteria;Actinobacteria;Acidimicrobiia;Acidimicrobiales;C111;unclassified;unclassified
OTU_10331;Bacteria;Elusimicrobia;Elusimicrobia;IIb;unclassified;unclassified;unclassified
OTU_103382;Bacteria;Actinobacteria;Acidimicrobiia;Acidimicrobiales;C111;unclassified;unclassified
OTU_1034;Bacteria;Acidobacteria;Acidobacteria-6;iii1-15;unclassified;unclassified;unclassified
OTU_103405;Bacteria;Chloroflexi;Anaerolineae;unclassified;unclassified;unclassified;unclassified
OTU_103406;Bacteria;Firmicutes;Clostridia;Clostridiales;Ruminococcaceae;unclassified;unclassified
OTU_103408;Bacteria;Actinobacteria;MB-A2-108;0319-7L14;unclassified;unclassified;unclassified
OTU_103432;Bacteria;Proteobacteria;Deltaproteobacteria;Myxococcales;unclassified;unclassified;unclassified
OTU_103444;Bacteria;Actinobacteria;Actinobacteria;Actinomycetales;Pseudonocardiaceae;unclassified;unclassified
OTU_10345;Bacteria;Acidobacteria;Acidobacteria-6;iii1-15;RB40;unclassified;unclassified
OTU_103452;Bacteria;Proteobacteria;Deltaproteobacteria;Myxococcales;Haliangiaceae;unclassified;unclassified
OTU_103469;Bacteria;Proteobacteria;Gammaproteobacteria;Legionellales;Coxiellaceae;Aquicella;unclassified
OTU_103487;Bacteria;Bacteroidetes;Sphingobacteriia;Sphingobacteriales;unclassified;unclassified;unclassified
OTU_1035;Bacteria;Proteobacteria;Deltaproteobacteria;FAC87;unclassified;unclassified;unclassified
OTU_103519;Bacteria;Planctomycetes;Phycisphaerae;WD2101;unclassified;unclassified;unclassified
OTU_103583;Bacteria;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae;Coprococcus;unclassified
OTU_103604;Bacteria;Acidobacteria;Acidobacteria-6;CCU21;unclassified;unclassified;unclassified
OTU_10366;Bacteria;Planctomycetes;Planctomycetia;Gemmatales;Gemmataceae;unclassified;unclassified
OTU_103670;Bacteria;Acidobacteria;[Chloracidobacteria];nov-24;unclassified;unclassified;unclassified
OTU_103671;Bacteria;Acidobacteria;Acidobacteria-6;iii1-15;unclassified;unclassified;unclassified
OTU_10372;Bacteria;Acidobacteria;Acidobacteria-6;iii1-15;RB40;unclassified;unclassified
OTU_103729;Bacteria;Actinobacteria;Actinobacteria;Actinomycetales;Nocardioidaceae;unclassified;unclassified
OTU_10373;unclassified;unclassified;unclassified;unclassified;unclassified;unclassified;unclassified
OTU_103737;Bacteria;Firmicutes;Bacilli;Bacillales;Thermoactinomycetaceae;unclassified;unclassified
OTU_10374;Bacteria;WS3;PRR-12;Sediment-1;PRR-10;unclassified;unclassified
OTU_103752;Bacteria;Planctomycetes;Planctomycetia;Gemmatales;Gemmataceae;Gemmata;unclassified
OTU_103770;Bacteria;Gemmatimonadetes;Gemmatimonadetes;unclassified;unclassified;unclassified;unclassified
OTU_10379;Bacteria;Chloroflexi;Ktedonobacteria;Ktedonobacterales;Ktedonobacteraceae;unclassified;unclassified
OTU_103811;Bacteria;Proteobacteria;Betaproteobacteria;SC-I-84;unclassified;unclassified;unclassified
OTU_10391;Bacteria;Chloroflexi;Ellin6529;unclassified;unclassified;unclassified;unclassified
OTU_104;Bacteria;Proteobacteria;Gammaproteobacteria;Pseudomonadales;Pseudomonadaceae;Pseudomonas;unclassified
OTU_1040;Bacteria;Acidobacteria;Solibacteres;Solibacterales;unclassified;unclassified;unclassified
OTU_10401;Bacteria;Planctomycetes;Phycisphaerae;Phycisphaerales;unclassified;unclassified;unclassified
OTU_104059;Bacteria;Acidobacteria;Acidobacteria-6;iii1-15;unclassified;unclassified;unclassified
OTU_10408;Bacteria;Acidobacteria;Acidobacteria-6;iii1-15;unclassified;unclassified;unclassified
OTU_1041;Bacteria;Proteobacteria;Deltaproteobacteria;Spirobacillales;unclassified;unclassified;unclassified
OTU_104179;Bacteria;Chloroflexi;S085;unclassified;unclassified;unclassified;unclassified
OTU_10418;Bacteria;Firmicutes;Clostridia;Clostridiales;Clostridiaceae;unclassified;unclassified
OTU_10422;Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;unclassified;unclassified;unclassified
OTU_104225;Bacteria;Acidobacteria;Acidobacteria-6;iii1-15;unclassified;unclassified;unclassified
OTU_10423;Bacteria;Actinobacteria;Actinobacteria;Actinomycetales;Mycobacteriaceae;Mycobacterium;unclassified
OTU_104259;Bacteria;Chloroflexi;Anaerolineae;GCA004;unclassified;unclassified;unclassified
OTU_10426;Bacteria;Chlorobi;BSV26;A89;unclassified;unclassified;unclassified
OTU_104260;Bacteria;Bacteroidetes;[Saprospirae];[Saprospirales];Chitinophagaceae;unclassified;unclassified
OTU_104274;Bacteria;Chloroflexi;Anaerolineae;unclassified;unclassified;unclassified;unclassified
OTU_104316;unclassified;unclassified;unclassified;unclassified;unclassified;unclassified;unclassified
OTU_104332;Bacteria;Actinobacteria;Actinobacteria;Actinomycetales;Nocardioidaceae;unclassified;unclassified
OTU_104360;Bacteria;Proteobacteria;Deltaproteobacteria;Myxococcales;Myxococcaceae;Anaeromyxobacter;unclassified
OTU_104425;Bacteria;Proteobacteria;Gammaproteobacteria;Xanthomonadales;Sinobacteraceae;unclassified;unclassified
OTU_104450;Bacteria;Verrucomicrobia;Opitutae;Opitutales;Opitutaceae;Opitutus;unclassified
OTU_1045;Bacteria;Chlorobi;BSV26;PK329;unclassified;unclassified;unclassified
OTU_104533;Bacteria;Proteobacteria;Betaproteobacteria;Rhodocyclales;Rhodocyclaceae;unclassified;unclassified
OTU_104549;Bacteria;Chloroflexi;Anaerolineae;WCHB1-50;unclassified;unclassified;unclassified
OTU_104579;Bacteria;Actinobacteria;Actinobacteria;Actinomycetales;Nocardiaceae;Nocardia;unclassified
OTU_1046;Bacteria;Proteobacteria;Gammaproteobacteria;Alteromonadales;211ds20;unclassified;unclassified
OTU_10461;Bacteria;Proteobacteria;Alphaproteobacteria;Rhodospirillales;Acetobacteraceae;unclassified;unclassified
OTU_10462;Bacteria;TM6;SJA-4;unclassified;unclassified;unclassified;unclassified
OTU_104624;Bacteria;Chloroflexi;Thermomicrobia;JG30-KF-CM45;unclassified;unclassified;unclassified
OTU_104639;Bacteria;Planctomycetes;Pla3;unclassified;unclassified;unclassified;unclassified
OTU_104642;Bacteria;Proteobacteria;Deltaproteobacteria;unclassified;unclassified;unclassified;unclassified
