OTU;kingdom;phylum;class;order;family;genus;species
OTU_145693;Bacteria;Actinobacteria;Actinobacteria;Actinomycetales;Streptomycetaceae;Streptomyces;unclassified
OTU_145698;Bacteria;Gemmatimonadetes;Gemmatimonadetes;unclassified;unclassified;unclassified;unclassified
OTU_145700;Bacteria;Verrucomicrobia;[Spartobacteria];[Chthoniobacterales];[Chthoniobacteraceae];unclassified;unclassified
OTU_145736;Bacteria;Actinobacteria;Thermoleophilia;Solirubrobacterales;unclassified;unclassified;unclassified
OTU_14576;Bacteria;Actinobacteria;MB-A2-108;0319-7L14;unclassified;unclassified;unclassified
OTU_145767;Bacteria;TM7;MJK10;unclassified;unclassified;unclassified;unclassified
OTU_145775;Bacteria;Proteobacteria;Deltaproteobacteria;Syntrophobacterales;Syntrophobacteraceae;unclassified;unclassified
OTU_145814;Bacteria;Proteobacteria;Alphaproteobacteria;Rhodospirillales;Rhodospirillaceae;Phaeospirillum;unclassified
OTU_145817;Bacteria;Proteobacteria;Betaproteobacteria;Burkholderiales;Comamonadaceae;Ramlibacter;unclassified
OTU_14588;Bacteria;Actinobacteria;Thermoleophilia;Gaiellales;Gaiellaceae;unclassified;unclassified
OTU_145939;Bacteria;Proteobacteria;Deltaproteobacteria;Bdellovibrionales;Bdellovibrionaceae;Bdellovibrio;unclassified
OTU_145952;Bacteria;Actinobacteria;Thermoleophilia;Solirubrobacterales;unclassified;unclassified;unclassified
OTU_145966;Bacteria;Proteobacteria;Betaproteobacteria;SC-I-84;unclassified;unclassified;unclassified
OTU_145979;Bacteria;Bacteroidetes;Sphingobacteriia;Sphingobacteriales;Sphingobacteriaceae;unclassified;unclassified
OTU_14598;Bacteria;Acidobacteria;Solibacteres;Solibacterales;unclassified;unclassified;unclassified
OTU_145996;Bacteria;Proteobacteria;Deltaproteobacteria;Myxococcales;OM27;unclassified;unclassified
OTU_146;Bacteria;Proteobacteria;Gammaproteobacteria;Xanthomonadales;Xanthomonadaceae;unclassified;unclassified
OTU_1460;Bacteria;Verrucomicrobia;[Pedosphaerae];[Pedosphaerales];unclassified;unclassified;unclassified
OTU_146052;Bacteria;Acidobacteria;iii1-8;32-20;unclassified;unclassified;unclassified
OTU_1461;Bacteria;Proteobacteria;Deltaproteobacteria;NB1-j;MND4;unclassified;unclassified
OTU_14611;Bacteria;Proteobacteria;unclassified;unclassified;unclassified;unclassified;unclassified
OTU_146125;unclassified;unclassified;unclassified;unclassified;unclassified;unclassified;unclassified
OTU_14614;Bacteria;Proteobacteria;Alphaproteobacteria;Sphingomonadales;Sphingomonadaceae;unclassified;unclassified
OTU_14615;Bacteria;Proteobacteria;Gammaproteobacteria;Legionellales;Coxiellaceae;unclassified;unclassified
OTU_146178;Bacteria;Actinobacteria;Acidimicrobiia;Acidimicrobiales;unclassified;unclassified;unclassified
OTU_14619;Bacteria;Chloroflexi;TK10;AKYG885;Dolo_23;unclassified;unclassified
OTU_146254;Bacteria;TM7;SC3;unclassified;unclassified;unclassified;unclassified
OTU_146266;Bacteria;Proteobacteria;Gammaproteobacteria;Xanthomonadales;Sinobacteraceae;Steroidobacter;unclassified
OTU_14629;unclassified;unclassified;unclassified;unclassified;unclassified;unclassified;unclassified
OTU_146294;Bacteria;Actinobacteria;Actinobacteria;Actinomycetales;Frankiaceae;unclassified;unclassified
OTU_146342;Bacteria;Planctomycetes;Phycisphaerae;WD2101;unclassified;unclassified;unclassified
OTU_14636;Bacteria;Verrucomicrobia;[Pedosphaerae];[Pedosphaerales];unclassified;unclassified;unclassified
OTU_1464;Bacteria;Cyanobacteria;4C0d-2;MLE1-12;unclassified;unclassified;unclassified
OTU_146425;Bacteria;TM7;SC3;unclassified;unclassified;unclassified;unclassified
OTU_146470;Bacteria;Chloroflexi;TK10;unclassified;unclassified;unclassified;unclassified
OTU_146496;Bacteria;Proteobacteria;Gammaproteobacteria;Xanthomonadales;Xanthomonadaceae;unclassified;unclassified
OTU_1465;Bacteria;Proteobacteria;Alphaproteobacteria;Rhizobiales;Hyphomicrobiaceae;Rhodoplanes;unclassified
OTU_146584;Bacteria;Planctomycetes;Planctomycetia;Gemmatales;Gemmataceae;unclassified;unclassified
OTU_146615;Bacteria;Proteobacteria;Deltaproteobacteria;Myxococcales;unclassified;unclassified;unclassified
OTU_146624;unclassified;unclassified;unclassified;unclassified;unclassified;unclassified;unclassified
OTU_146633;Bacteria;Verrucomicrobia;[Spartobacteria];[Chthoniobacterales];[Chthoniobacteraceae];DA101;unclassified
OTU_14666;Bacteria;Verrucomicrobia;[Pedosphaerae];[Pedosphaerales];Ellin515;unclassified;unclassified
OTU_146714;Bacteria;Planctomycetes;Planctomycetia;Pirellulales;Pirellulaceae;unclassified;unclassified
OTU_146781;Bacteria;Proteobacteria;Deltaproteobacteria;FAC87;unclassified;unclassified;unclassified
OTU_14679;Bacteria;Firmicutes;Bacilli;Bacillales;Bacillaceae;Bacillus;unclassified
OTU_14684;Bacteria;Verrucomicrobia;[Spartobacteria];[Chthoniobacterales];01D2Z36;unclassified;unclassified
OTU_14685;Bacteria;Proteobacteria;Betaproteobacteria;A21b;EB1003;unclassified;unclassified
OTU_14687;Bacteria;TM7;TM7-1;unclassified;unclassified;unclassified;unclassified
OTU_146870;Bacteria;Acidobacteria;Acidobacteria-6;iii1-15;unclassified;unclassified;unclassified
OTU_14691;Bacteria;Proteobacteria;Alphaproteobacteria;BD7-3;unclassified;unclassified;unclassified
OTU_146927;Bacteria;Proteobacteria;Betaproteobacteria;Burkholderiales;Comamonadaceae;unclassified;unclassified
OTU_14694;Bacteria;WS3;PRR-12;Sediment-1;PRR-10;unclassified;unclassified
OTU_146972;Bacteria;Proteobacteria;Alphaproteobacteria;Sphingomonadales;Sphingomonadaceae;Kaistobacter;unclassified
OTU_14698;Bacteria;Proteobacteria;Deltaproteobacteria;Myxococcales;Haliangiaceae;unclassified;unclassified
OTU_147;Bacteria;Actinobacteria;Thermoleophilia;Solirubrobacterales;unclassified;unclassified;unclassified
OTU_147024;Bacteria;Proteobacteria;Betaproteobacteria;Ellin6067;unclassified;unclassified;unclassified
OTU_147076;Bacteria;Cyanobacteria;4C0d-2;SM1D11;unclassified;unclassified;unclassified
OTU_14717;Bacteria;Actinobacteria;Actinobacteria;Actinomycetales;unclassified;unclassified;unclassified
OTU_1472;Bacteria;Proteobacteria;Deltaproteobacteria;FAC87;unclassified;unclassified;unclassified
OTU_14721;Bacteria;Firmicutes;Clostridia;Clostridiales;Caldicoprobacteraceae;Caldicoprobacter;unclassified
OTU_14725;Bacteria;Planctomycetes;unclassified;unclassified;unclassified;unclassified;unclassified
OTU_147260;Bacteria;Verrucomicrobia;[Spartobacteria];[Chthoniobacterales];[Chthoniobacteraceae];DA101;unclassified
OTU_1473;Bacteria;Proteobacteria;Deltaproteobacteria;[Entotheonellales];[Entotheonellaceae];unclassified;unclassified
OTU_147324;Bacteria;Actinobacteria;Actinobacteria;Actinomycetales;Pseudonocardiaceae;Pseudonocardia;unclassified
OTU_14739;Bacteria;Verrucomicrobia;[Pedosphaerae];[Pedosphaerales];unclassified;unclassified;unclassified
OTU_147390;Bacteria;Verrucomicrobia;[Spartobacteria];[Chthoniobacterales];[Chthoniobacteraceae];DA101;unclassified
OTU_147397;Bacteria;Proteobacteria;Deltaproteobacteria;Myxococcales;Polyangiaceae;unclassified;unclassified
OTU_147399;Bacteria;Gemmatimonadetes;Gemm-1;unclassified;unclassified;unclassified;unclassified
OTU_147401;Bacteria;Verrucomicrobia;[Spartobacteria];[Chthoniobacterales];[Chthoniobacteraceae];DA101;unclassified
OTU_14744;Bacteria;Proteobacteria;Deltaproteobacteria;Myxococcales;unclassified;unclassified;unclassified
OTU_14745;Bacteria;Verrucomicrobia;[Spartobacteria];[Chthoniobacterales];[Chthoniobacteraceae];unclassified;unclassified
OTU_14746;Bacteria;Actinobacteria;Acidimicrobiia;Acidimicrobiales;EB1017;unclassified;unclassified
OTU_1475;Bacteria;Verrucomicrobia;[Pedosphaerae];[Pedosphaerales];Ellin515;unclassified;unclassified
OTU_14753;Bacteria;Proteobacteria;Deltaproteobacteria;Myxococcales;unclassified;unclassified;unclassified
OTU_14754;Bacteria;Actinobacteria;MB-A2-108;0319-7L14;unclassified;unclassified;unclassified
OTU_147562;Bacteria;WS3;PRR-12;Sediment-1;unclassified;unclassified;unclassified
OTU_147568;Bacteria;Firmicutes;Bacilli;Bacillales;Paenibacillaceae;Paenibacillus;unclassified
OTU_147588;Bacteria;Verrucomicrobia;[Spartobacteria];[Chthoniobacterales];[Chthoniobacteraceae];Ellin506;unclassified
OTU_14761;Bacteria;Actinobacteria;Thermoleophilia;Gaiellales;Gaiellaceae;unclassified;unclassified
OTU_147616;Bacteria;Proteobacteria;Deltaproteobacteria;Myxococcales;Haliangiaceae;unclassified;unclassified
OTU_147682;Bacteria;TM7;TM7-1;unclassified;unclassified;unclassified;unclassified
OTU_147685;Bacteria;Proteobacteria;Deltaproteobacteria;NB1-j;NB1-i;unclassified;unclassified
OTU_147688;Bacteria;Proteobacteria;Gammaproteobacteria;Legionellales;Legionellaceae;Legionella;unclassified
OTU_1477;Bacteria;WS3;PRR-12;Sediment-1;unclassified;unclassified;unclassified
OTU_147737;Bacteria;TM7;SC3;unclassified;unclassified;unclassified;unclassified
OTU_14777;Bacteria;Bacteroidetes;[Saprospirae];[Saprospirales];Chitinophagaceae;unclassified;unclassified
OTU_147860;Bacteria;Gemmatimonadetes;Gemmatimonadetes;Ellin5290;unclassified;unclassified;unclassified
OTU_147892;Bacteria;Proteobacteria;Deltaproteobacteria;Myxococcales;unclassified;unclassified;unclassified
OTU_14792;Bacteria;Actinobacteria;Thermoleophilia;Gaiellales;unclassified;unclassified;unclassified
OTU_147930;Bacteria;Actinobacteria;Thermoleophilia;Gaiellales;Gaiellaceae;unclassified;unclassified
OTU_14794;Bacteria;Chloroflexi;Anaerolineae;GCA004;unclassified;unclassified;unclassified
OTU_147952;Bacteria;Verrucomicrobia;[Spartobacteria];[Chthoniobacterales];[Chthoniobacteraceae];unclassified;unclassified
OTU_14797;Bacteria;Proteobacteria;Betaproteobacteria;unclassified;unclassified;unclassified;unclassified
OTU_147979;Bacteria;Bacteroidetes;[Saprospirae];[Saprospirales];Chitinophagaceae;Flavisolibacter;unclassified
OTU_148018;Bacteria;Proteobacteria;Deltaproteobacteria;Spirobacillales;unclassified;unclassified;unclassified
OTU_1481;Bacteria;Proteobacteria;Gammaproteobacteria;Xanthomonadales;Xanthomonadaceae;unclassified;unclassified
OTU_14811;Bacteria;Chloroflexi;Anaerolineae;SBR1031;oc28;unclassified;unclassified
OTU_148125;Bacteria;Verrucomicrobia;Opitutae;Opitutales;Opitutaceae;Opitutus;unclassified
OTU_14813;Bacteria;Acidobacteria;[Chloracidobacteria];RB41;Ellin6075;unclassified;unclassified
OTU_148145;Bacteria;TM7;TM7-1;unclassified;unclassified;unclassified;unclassified
OTU_1482;Bacteria;Actinobacteria;Acidimicrobiia;Acidimicrobiales;C111;unclassified;unclassified
OTU_14821;Bacteria;Bacteroidetes;Cytophagia;Cytophagales;Cytophagaceae;unclassified;unclassified
OTU_148260;Bacteria;Chlorobi;OPB56;unclassified;unclassified;unclassified;unclassified
OTU_148296;Bacteria;Verrucomicrobia;[Pedosphaerae];[Pedosphaerales];Ellin517;unclassified;unclassified
OTU_148309;Bacteria;Proteobacteria;Gammaproteobacteria;Pseudomonadales;Pseudomonadaceae;Pseudomonas;unclassified
OTU_14832;Bacteria;Gemmatimonadetes;Gemmatimonadetes;Gemmatimonadales;Ellin5301;unclassified;unclassified
OTU_14834;Bacteria;Verrucomicrobia;[Pedosphaerae];[Pedosphaerales];[Pedosphaeraceae];Pedosphaera;unclassified
OTU_148341;Bacteria;Proteobacteria;Gammaproteobacteria;Xanthomonadales;Xanthomonadaceae;Luteibacter;rhizovicinus
OTU_148380;Bacteria;Gemmatimonadetes;Gemmatimonadetes;Ellin5290;unclassified;unclassified;unclassified
OTU_148391;Bacteria;Gemmatimonadetes;Gemmatimonadetes;Gemmatimonadales;Ellin5301;unclassified;unclassified
OTU_1484;Bacteria;Proteobacteria;Deltaproteobacteria;[Entotheonellales];[Entotheonellaceae];unclassified;unclassified
OTU_14842;Bacteria;Verrucomicrobia;[Pedosphaerae];[Pedosphaerales];Ellin515;unclassified;unclassified
OTU_148472;Bacteria;Verrucomicrobia;[Spartobacteria];[Chthoniobacterales];[Chthoniobacteraceae];unclassified;unclassified
OTU_148473;unclassified;unclassified;unclassified;unclassified;unclassified;unclassified;unclassified
OTU_148484;unclassified;unclassified;unclassified;unclassified;unclassified;unclassified;unclassified
OTU_14850;Bacteria;Acidobacteria;[Chloracidobacteria];nov-24;unclassified;unclassified;unclassified
OTU_148534;Bacteria;Armatimonadetes;Chthonomonadetes;Chthonomonadales;Chthonomonadaceae;unclassified;unclassified
OTU_148558;unclassified;unclassified;unclassified;unclassified;unclassified;unclassified;unclassified
OTU_148566;Bacteria;Acidobacteria;Acidobacteria-6;iii1-15;unclassified;unclassified;unclassified
OTU_148617;Bacteria;Acidobacteria;[Chloracidobacteria];RB41;unclassified;unclassified;unclassified
OTU_148632;Bacteria;Proteobacteria;Deltaproteobacteria;unclassified;unclassified;unclassified;unclassified
OTU_14869;Bacteria;Gemmatimonadetes;Gemmatimonadetes;C114;unclassified;unclassified;unclassified
OTU_1487;Bacteria;Chloroflexi;C0119;unclassified;unclassified;unclassified;unclassified
OTU_148717;Bacteria;Acidobacteria;Acidobacteria-6;iii1-15;unclassified;unclassified;unclassified
OTU_148800;Bacteria;Proteobacteria;Deltaproteobacteria;Myxococcales;unclassified;unclassified;unclassified
OTU_148802;Bacteria;Proteobacteria;Alphaproteobacteria;Rhodospirillales;Rhodospirillaceae;unclassified;unclassified
OTU_14886;Bacteria;OD1;ZB2;unclassified;unclassified;unclassified;unclassified
OTU_1489;Bacteria;Acidobacteria;Acidobacteria-6;iii1-15;unclassified;unclassified;unclassified
OTU_14897;Bacteria;Verrucomicrobia;[Spartobacteria];[Chthoniobacterales];[Chthoniobacteraceae];DA101;unclassified
OTU_14902;Bacteria;Proteobacteria;Deltaproteobacteria;Myxococcales;Myxococcaceae;unclassified;unclassified
OTU_14903;Bacteria;Proteobacteria;Deltaproteobacteria;Myxococcales;unclassified;unclassified;unclassified
OTU_149030;Bacteria;TM7;TM7-3;I025;unclassified;unclassified;unclassified
OTU_14907;Bacteria;Actinobacteria;Actinobacteria;Actinomycetales;unclassified;unclassified;unclassified
OTU_149080;Bacteria;Elusimicrobia;Elusimicrobia;IIb;unclassified;unclassified;unclassified
OTU_1491;Bacteria;Gemmatimonadetes;Gemmatimonadetes;Gemmatimonadales;Ellin5301;unclassified;unclassified
OTU_149114;Bacteria;Proteobacteria;Deltaproteobacteria;[Entotheonellales];[Entotheonellaceae];unclassified;unclassified
OTU_149146;Bacteria;Actinobacteria;Actinobacteria;Actinomycetales;unclassified;unclassified;unclassified
OTU_149182;Bacteria;Verrucomicrobia;[Spartobacteria];[Chthoniobacterales];[Chthoniobacteraceae];DA101;unclassified
OTU_1492;Bacteria;Proteobacteria;Alphaproteobacteria;unclassified;unclassified;unclassified;unclassified
OTU_149246;Bacteria;Cyanobacteria;4C0d-2;MLE1-12;unclassified;unclassified;unclassified
OTU_149247;Bacteria;Bacteroidetes;Sphingobacteriia;Sphingobacteriales;Sphingobacteriaceae;Pedobacter;unclassified
OTU_14928;Bacteria;Bacteroidetes;Sphingobacteriia;Sphingobacteriales;unclassified;unclassified;unclassified
OTU_149285;Bacteria;Proteobacteria;Betaproteobacteria;Burkholderiales;Oxalobacteraceae;Janthinobacterium;unclassified
OTU_14932;Bacteria;Verrucomicrobia;[Pedosphaerae];[Pedosphaerales];unclassified;unclassified;unclassified
OTU_149321;unclassified;unclassified;unclassified;unclassified;unclassified;unclassified;unclassified
OTU_14937;Bacteria;Gemmatimonadetes;Gemmatimonadetes;unclassified;unclassified;unclassified;unclassified
OTU_14940;Bacteria;Actinobacteria;Acidimicrobiia;Acidimicrobiales;EB1017;unclassified;unclassified
OTU_14943;Bacteria;Bacteroidetes;Cytophagia;Cytophagales;Cytophagaceae;unclassified;unclassified
OTU_149446;Bacteria;Elusimicrobia;Elusimicrobia;IIb;unclassified;unclassified;unclassified
OTU_14948;Bacteria;Verrucomicrobia;[Spartobacteria];[Chthoniobacterales];[Chthoniobacteraceae];DA101;unclassified
OTU_1495;Bacteria;Verrucomicrobia;Verrucomicrobiae;Verrucomicrobiales;Verrucomicrobiaceae;unclassified;unclassified
OTU_149533;Bacteria;Proteobacteria;Betaproteobacteria;Burkholderiales;Oxalobacteraceae;unclassified;unclassified
OTU_1496;Bacteria;Verrucomicrobia;[Spartobacteria];[Chthoniobacterales];[Chthoniobacteraceae];Chthoniobacter;unclassified
OTU_149610;Bacteria;Proteobacteria;TA18;CV90;unclassified;unclassified;unclassified
OTU_149655;Bacteria;Verrucomicrobia;[Pedosphaerae];[Pedosphaerales];Ellin515;unclassified;unclassified
OTU_149662;Bacteria;Actinobacteria;Actinobacteria;Actinomycetales;Micromonosporaceae;unclassified;unclassified
OTU_14967;Bacteria;Bacteroidetes;[Saprospirae];[Saprospirales];Chitinophagaceae;unclassified;unclassified
OTU_149696;Bacteria;Acidobacteria;EC1113;unclassified;unclassified;unclassified;unclassified
OTU_14971;Bacteria;Proteobacteria;Deltaproteobacteria;Syntrophobacterales;Syntrophobacteraceae;unclassified;unclassified
OTU_1498;Bacteria;Acidobacteria;[Chloracidobacteria];unclassified;unclassified;unclassified;unclassified
OTU_149803;Bacteria;Actinobacteria;Actinobacteria;Actinomycetales;Mycobacteriaceae;Mycobacterium;unclassified
OTU_149869;Bacteria;Actinobacteria;Thermoleophilia;Solirubrobacterales;unclassified;unclassified;unclassified
OTU_1499;Bacteria;Actinobacteria;Acidimicrobiia;Acidimicrobiales;unclassified;unclassified;unclassified
OTU_14997;Bacteria;Nitrospirae;Nitrospira;Nitrospirales;0319-6A21;unclassified;unclassified
OTU_15;Bacteria;Proteobacteria;Gammaproteobacteria;Alteromonadales;211ds20;unclassified;unclassified
OTU_150013;Bacteria;Acidobacteria;Acidobacteria-6;iii1-15;unclassified;unclassified;unclassified
OTU_150063;unclassified;unclassified;unclassified;unclassified;unclassified;unclassified;unclassified
OTU_15007;Bacteria;Gemmatimonadetes;Gemm-1;unclassified;unclassified;unclassified;unclassified
OTU_150157;Bacteria;Chloroflexi;Gitt-GS-136;unclassified;unclassified;unclassified;unclassified
OTU_1502;Bacteria;Proteobacteria;Deltaproteobacteria;NB1-j;unclassified;unclassified;unclassified
OTU_15020;Bacteria;Firmicutes;Clostridia;Clostridiales;Peptococcaceae;unclassified;unclassified
OTU_150221;Bacteria;Verrucomicrobia;[Pedosphaerae];[Pedosphaerales];Ellin515;unclassified;unclassified
OTU_15031;Bacteria;Proteobacteria;Deltaproteobacteria;Myxococcales;unclassified;unclassified;unclassified
OTU_15045;Bacteria;Acidobacteria;unclassified;unclassified;unclassified;unclassified;unclassified
OTU_15049;Bacteria;TM7;SC3;unclassified;unclassified;unclassified;unclassified
OTU_150578;Bacteria;Chloroflexi;S085;unclassified;unclassified;unclassified;unclassified
OTU_150588;Bacteria;Bacteroidetes;Sphingobacteriia;Sphingobacteriales;unclassified;unclassified;unclassified
OTU_150589;Bacteria;Proteobacteria;Deltaproteobacteria;FAC87;unclassified;unclassified;unclassified
OTU_1506;Bacteria;Bacteroidetes;Cytophagia;Cytophagales;Cytophagaceae;unclassified;unclassified
OTU_15060;Bacteria;Proteobacteria;Alphaproteobacteria;Rhodospirillales;Acetobacteraceae;unclassified;unclassified
OTU_150621;Bacteria;Verrucomicrobia;Opitutae;Opitutales;Opitutaceae;Opitutus;unclassified
OTU_15064;Bacteria;Actinobacteria;Actinobacteria;Actinomycetales;Micromonosporaceae;unclassified;unclassified
OTU_150686;Bacteria;Proteobacteria;Deltaproteobacteria;Myxococcales;unclassified;unclassified;unclassified
OTU_150794;Bacteria;Proteobacteria;Deltaproteobacteria;Myxococcales;Polyangiaceae;unclassified;unclassified
OTU_150849;Bacteria;Proteobacteria;Alphaproteobacteria;Rhizobiales;Hyphomicrobiaceae;Pedomicrobium;unclassified
OTU_15086;Bacteria;Chloroflexi;Anaerolineae;SBR1031;A4b;unclassified;unclassified
OTU_1509;Bacteria;Proteobacteria;Deltaproteobacteria;[Entotheonellales];[Entotheonellaceae];Candidatus Entotheonella;unclassified
OTU_15096;Bacteria;Actinobacteria;Thermoleophilia;Gaiellales;Gaiellaceae;unclassified;unclassified
OTU_150966;Bacteria;Actinobacteria;Acidimicrobiia;Acidimicrobiales;EB1017;unclassified;unclassified
OTU_151;Bacteria;TM7;SC3;unclassified;unclassified;unclassified;unclassified
OTU_15107;Bacteria;TM7;TM7-3;unclassified;unclassified;unclassified;unclassified
OTU_151088;Bacteria;Proteobacteria;Alphaproteobacteria;Rhizobiales;Hyphomicrobiaceae;Rhodoplanes;unclassified
OTU_15112;Bacteria;Verrucomicrobia;[Pedosphaerae];[Pedosphaerales];unclassified;unclassified;unclassified
OTU_151180;Bacteria;Acidobacteria;Acidobacteria-6;iii1-15;unclassified;unclassified;unclassified
OTU_151219;Bacteria;Verrucomicrobia;[Spartobacteria];[Chthoniobacterales];[Chthoniobacteraceae];Candidatus Xiphinematobacter;unclassified
OTU_151268;Bacteria;Proteobacteria;Deltaproteobacteria;Myxococcales;unclassified;unclassified;unclassified
OTU_151308;Bacteria;Verrucomicrobia;[Pedosphaerae];[Pedosphaerales];Ellin517;unclassified;unclassified
OTU_151318;Bacteria;Gemmatimonadetes;Gemmatimonadetes;KD8-87;unclassified;unclassified;unclassified
OTU_15136;Bacteria;Bacteroidetes;[Saprospirae];[Saprospirales];Chitinophagaceae;unclassified;unclassified
OTU_1514;Bacteria;Chloroflexi;Anaerolineae;Caldilineales;Caldilineaceae;unclassified;unclassified
OTU_15149;Bacteria;Proteobacteria;Gammaproteobacteria;Xanthomonadales;Sinobacteraceae;Steroidobacter;unclassified
OTU_1515;Bacteria;Proteobacteria;Alphaproteobacteria;Ellin329;unclassified;unclassified;unclassified
OTU_151530;Bacteria;Acidobacteria;Acidobacteria-6;iii1-15;unclassified;unclassified;unclassified
OTU_15162;Bacteria;Chloroflexi;Chloroflexi;Herpetosiphonales;unclassified;unclassified;unclassified
OTU_15167;Bacteria;Proteobacteria;Deltaproteobacteria;Myxococcales;unclassified;unclassified;unclassified
OTU_15168;Bacteria;Verrucomicrobia;[Pedosphaerae];[Pedosphaerales];unclassified;unclassified;unclassified
OTU_151686;Bacteria;Planctomycetes;Planctomycetia;Gemmatales;Isosphaeraceae;unclassified;unclassified
OTU_1517;Bacteria;Proteobacteria;Deltaproteobacteria;Myxococcales;Nannocystaceae;Plesiocystis;unclassified
OTU_151746;unclassified;unclassified;unclassified;unclassified;unclassified;unclassified;unclassified
OTU_15176;Bacteria;Actinobacteria;Actinobacteria;Actinomycetales;unclassified;unclassified;unclassified
OTU_151760;Bacteria;Bacteroidetes;Cytophagia;Cytophagales;Cytophagaceae;unclassified;unclassified
OTU_15179;Bacteria;Elusimicrobia;Elusimicrobia;FAC88;unclassified;unclassified;unclassified
OTU_151809;Bacteria;Planctomycetes;Planctomycetia;Pirellulales;Pirellulaceae;Pirellula;unclassified
OTU_151830;Bacteria;Proteobacteria;Deltaproteobacteria;Syntrophobacterales;Syntrophobacteraceae;unclassified;unclassified
OTU_151834;Bacteria;TM7;TM7-1;unclassified;unclassified;unclassified;unclassified
OTU_151845;Bacteria;Acidobacteria;iii1-8;32-20;unclassified;unclassified;unclassified
OTU_151939;Bacteria;Verrucomicrobia;[Pedosphaerae];[Pedosphaerales];R4-41B;unclassified;unclassified
OTU_151953;Bacteria;Proteobacteria;TA18;PHOS-HD29;unclassified;unclassified;unclassified
OTU_151956;Bacteria;Acidobacteria;iii1-8;DS-18;unclassified;unclassified;unclassified
OTU_151983;Bacteria;Bacteroidetes;VC2_1_Bac22;unclassified;unclassified;unclassified;unclassified
OTU_151987;Bacteria;Proteobacteria;Gammaproteobacteria;Xanthomonadales;Xanthomonadaceae;unclassified;unclassified
OTU_151999;Bacteria;Verrucomicrobia;[Spartobacteria];[Chthoniobacterales];[Chthoniobacteraceae];DA101;unclassified
OTU_152;Bacteria;Verrucomicrobia;[Pedosphaerae];[Pedosphaerales];unclassified;unclassified;unclassified
OTU_1520;Bacteria;Nitrospirae;Nitrospira;Nitrospirales;Nitrospiraceae;JG37-AG-70;unclassified
OTU_152003;Bacteria;Proteobacteria;Alphaproteobacteria;unclassified;unclassified;unclassified;unclassified
OTU_152078;Bacteria;Proteobacteria;Deltaproteobacteria;Myxococcales;OM27;unclassified;unclassified
OTU_152200;unclassified;unclassified;unclassified;unclassified;unclassified;unclassified;unclassified
OTU_15222;Bacteria;Proteobacteria;Alphaproteobacteria;Ellin329;unclassified;unclassified;unclassified
OTU_152233;Bacteria;Verrucomicrobia;[Spartobacteria];[Chthoniobacterales];[Chthoniobacteraceae];unclassified;unclassified
OTU_1523;Bacteria;Proteobacteria;Alphaproteobacteria;Rhodospirillales;Rhodospirillaceae;unclassified;unclassified
OTU_15234;Bacteria;Bacteroidetes;[Saprospirae];[Saprospirales];Chitinophagaceae;unclassified;unclassified
OTU_15235;Bacteria;Planctomycetes;Planctomycetia;Gemmatales;Gemmataceae;unclassified;unclassified
OTU_152357;Bacteria;Chloroflexi;Thermomicrobia;JG30-KF-CM45;unclassified;unclassified;unclassified
OTU_15236;Bacteria;Actinobacteria;Thermoleophilia;Solirubrobacterales;Patulibacteraceae;unclassified;unclassified
OTU_15237;Bacteria;Bacteroidetes;[Saprospirae];[Saprospirales];Chitinophagaceae;unclassified;unclassified
OTU_15238;Bacteria;Planctomycetes;Planctomycetia;Pirellulales;Pirellulaceae;unclassified;unclassified
OTU_152402;Bacteria;Verrucomicrobia;[Pedosphaerae];[Pedosphaerales];OPB35;unclassified;unclassified
OTU_152445;Bacteria;Bacteroidetes;[Saprospirae];[Saprospirales];Chitinophagaceae;unclassified;unclassified
OTU_15245;Bacteria;Chloroflexi;TK10;AKYG885;5B-12;unclassified;unclassified
OTU_152489;Bacteria;Proteobacteria;Betaproteobacteria;SC-I-84;unclassified;unclassified;unclassified
OTU_15250;Bacteria;Proteobacteria;TA18;PHOS-HD29;unclassified;unclassified;unclassified
OTU_152536;Bacteria;Proteobacteria;Gammaproteobacteria;Xanthomonadales;Sinobacteraceae;unclassified;unclassified
OTU_152550;Bacteria;Proteobacteria;Deltaproteobacteria;FAC87;unclassified;unclassified;unclassified
OTU_152555;Bacteria;Bacteroidetes;Flavobacteriia;Flavobacteriales;Flavobacteriaceae;Flavobacterium;unclassified
OTU_152589;Bacteria;Gemmatimonadetes;unclassified;unclassified;unclassified;unclassified;unclassified
OTU_15259;Bacteria;Actinobacteria;Actinobacteria;Actinomycetales;Micromonosporaceae;Pilimelia;unclassified
OTU_152621;Bacteria;Bacteroidetes;Flavobacteriia;Flavobacteriales;Cryomorphaceae;unclassified;unclassified
OTU_152627;Bacteria;Proteobacteria;Betaproteobacteria;Burkholderiales;Comamonadaceae;unclassified;unclassified
OTU_152635;Bacteria;Proteobacteria;Gammaproteobacteria;Legionellales;Coxiellaceae;unclassified;unclassified
OTU_152646;unclassified;unclassified;unclassified;unclassified;unclassified;unclassified;unclassified
OTU_152648;Bacteria;OP11;WCHB1-64;d153;unclassified;unclassified;unclassified
OTU_152649;Bacteria;Gemmatimonadetes;Gemmatimonadetes;unclassified;unclassified;unclassified;unclassified
OTU_152655;Bacteria;Verrucomicrobia;[Pedosphaerae];[Pedosphaerales];auto67_4W;unclassified;unclassified
OTU_152659;Bacteria;Verrucomicrobia;[Pedosphaerae];[Pedosphaerales];Ellin515;unclassified;unclassified
