"","R2-fitting","R2-validation","SM","Clay","Ctot_mg","Ntot_mg","Ptot_mg","pH","Lat","Long","MAT","MAP","pco1_b","pco2_b","pco1_f","pco2_f"
"1",0.927,0.894,0.002,0.001,0.003,0,0.001,0.067,0.065,0.111,0.188,0.003,0.159,0.017,0.303,0.01
