"","R2-fitting","R2-validation","SM","Clay","Ctot_mg","Ntot_mg","Ptot_mg","pH","Lat","Long","MAT","MAP","pco1_b","pco2_b","pco1_f","pco2_f"
"1",0.94,0.906,0.003,0.003,0.011,0.001,0,0.185,0.092,0.016,0.043,0.006,0.389,0.019,0.043,0.131
