"","R2-fitting","R2-validation","SM","Clay","Ctot_mg","Ntot_mg","Ptot_mg","pH","Lat","Long","MAT","MAP","pco1_b","pco1_c"
"1",0.971,0.953,0.02,0.006,0,0.002,0,0.007,0.076,0.146,0.263,0.032,0.053,0.366
