"","R2-fitting","R2-validation","SM","Clay","Ctot_mg","Ntot_mg","Ptot_mg","pH","Lat","Long","MAT","MAP","pco1_b","pco1_c"
"1",0.97051,0.95332,0,0,0.12012,0,0,0,0,0,0,0,0,0
