"","R2-fitting","R2-validation","SM","Clay","Ctot_mg","Ntot_mg","Ptot_mg","pH","Lat","Long","MAT","MAP","pco1_b","pco2_b","pco1_f","pco2_f"
"1",0.96281,0.93839,0.01401,0,0,0,0.11211,0,0,0,0,0,0,0,0,0
