"","R2-fitting","R2-validation","SM","Clay","Ctot_mg","Ntot_mg","Ptot_mg","pH","Lat","Long","MAT","MAP","pco1_b","pco2_b","pco1_f","pco2_f"
"1",0.963,0.938,0.001,0.004,0.028,0.003,0,0.216,0.076,0.019,0.035,0.008,0.33,0.023,0.015,0.204
