"","R2-fitting","R2-validation","SM","Clay","Ctot_mg","Ntot_mg","Ptot_mg","pH","Lat","Long","MAT","MAP","pco1_b","pco2_b","pco1_f","pco2_f"
"1",0.924,0.879,0.031,0.012,0,0.014,0.008,0.005,0.017,0.031,0.033,0.145,0.003,0.357,0.187,0.078
